DROIDMATE,Adobe_Reader,0,2
DROIDMATE,Adobe_Reader,1,2
DROIDMATE,Adobe_Reader,2,2
DROIDMATE,Adobe_Reader,3,2
DROIDMATE,Adobe_Reader,4,2
DROIDMATE,Adobe_Reader,5,2
DROIDMATE,Adobe_Reader,6,2
DROIDMATE,Adobe_Reader,7,2
DROIDMATE,Adobe_Reader,8,2
DROIDMATE,Adobe_Reader,9,2
DROIDMATE,Adobe_Reader,10,2
DROIDMATE,Adobe_Reader,11,2
DROIDMATE,Adobe_Reader,12,2
DROIDMATE,Adobe_Reader,13,2
DROIDMATE,Adobe_Reader,14,2
DROIDMATE,Adobe_Reader,15,2
DROIDMATE,Adobe_Reader,16,2
DROIDMATE,Adobe_Reader,17,2
DROIDMATE,Adobe_Reader,18,2
DROIDMATE,Adobe_Reader,19,2
DROIDMATE,Adobe_Reader,20,2
DROIDMATE,Adobe_Reader,21,2
DROIDMATE,Adobe_Reader,22,2
DROIDMATE,Adobe_Reader,23,2
DROIDMATE,Adobe_Reader,24,2
DROIDMATE,Adobe_Reader,25,2
DROIDMATE,Adobe_Reader,26,2
DROIDMATE,Adobe_Reader,27,2
DROIDMATE,Adobe_Reader,28,2
DROIDMATE,Adobe_Reader,29,2
DROIDMATE,Adobe_Reader,30,2
DROIDMATE,Adobe_Reader,31,2
DROIDMATE,Adobe_Reader,32,2
DROIDMATE,Adobe_Reader,33,2
DROIDMATE,Adobe_Reader,34,2
DROIDMATE,Adobe_Reader,35,2
DROIDMATE,Adobe_Reader,36,2
DROIDMATE,Adobe_Reader,37,2
DROIDMATE,Adobe_Reader,38,2
DROIDMATE,Adobe_Reader,39,2
DROIDMATE,Adobe_Reader,40,2
DROIDMATE,Adobe_Reader,41,2
DROIDMATE,Adobe_Reader,42,2
DROIDMATE,Adobe_Reader,43,2
DROIDMATE,Adobe_Reader,44,2
DROIDMATE,Adobe_Reader,45,2
DROIDMATE,Adobe_Reader,46,2
DROIDMATE,Adobe_Reader,47,2
DROIDMATE,Adobe_Reader,48,2
DROIDMATE,Adobe_Reader,49,2
DROIDMATE,Adobe_Reader,50,2
DROIDMATE,Adobe_Reader,51,2
DROIDMATE,Adobe_Reader,52,2
DROIDMATE,Adobe_Reader,53,2
DROIDMATE,Adobe_Reader,54,2
DROIDMATE,Adobe_Reader,55,2
DROIDMATE,Adobe_Reader,56,2
DROIDMATE,Adobe_Reader,57,2
DROIDMATE,Adobe_Reader,58,2
DROIDMATE,Adobe_Reader,59,2
DROIDMATE,Adobe_Reader,60,2
DROIDMATE,Adobe_Reader,61,2
DROIDMATE,Adobe_Reader,62,2
DROIDMATE,Adobe_Reader,63,2
DROIDMATE,Adobe_Reader,64,2
DROIDMATE,Adobe_Reader,65,2
DROIDMATE,Adobe_Reader,66,2
DROIDMATE,Adobe_Reader,67,2
DROIDMATE,Adobe_Reader,68,2
DROIDMATE,Adobe_Reader,69,2
DROIDMATE,Adobe_Reader,70,2
DROIDMATE,Adobe_Reader,71,2
DROIDMATE,Adobe_Reader,72,2
DROIDMATE,Adobe_Reader,73,2
DROIDMATE,Adobe_Reader,74,2
DROIDMATE,Adobe_Reader,75,2
DROIDMATE,Adobe_Reader,76,2
DROIDMATE,Adobe_Reader,77,2
DROIDMATE,Adobe_Reader,78,2
DROIDMATE,Adobe_Reader,79,2
DROIDMATE,Adobe_Reader,80,2
DROIDMATE,Adobe_Reader,81,2
DROIDMATE,Adobe_Reader,82,2
DROIDMATE,Adobe_Reader,83,2
DROIDMATE,Adobe_Reader,84,2
DROIDMATE,Adobe_Reader,85,2
DROIDMATE,Adobe_Reader,86,2
DROIDMATE,Adobe_Reader,87,2
DROIDMATE,Adobe_Reader,88,2
DROIDMATE,Adobe_Reader,89,2
DROIDMATE,Adobe_Reader,90,2
DROIDMATE,Adobe_Reader,91,2
DROIDMATE,Adobe_Reader,92,2
DROIDMATE,Adobe_Reader,93,2
DROIDMATE,Adobe_Reader,94,2
DROIDMATE,Adobe_Reader,95,2
DROIDMATE,Adobe_Reader,96,2
DROIDMATE,Adobe_Reader,97,2
DROIDMATE,Adobe_Reader,98,2
DROIDMATE,Adobe_Reader,99,2
DROIDMATE,Adobe_Reader,100,2
DROIDMATE,Adobe_Reader,101,2
DROIDMATE,Adobe_Reader,102,2
DROIDMATE,Adobe_Reader,103,2
DROIDMATE,Adobe_Reader,104,2
DROIDMATE,Adobe_Reader,105,2
DROIDMATE,Adobe_Reader,106,2
DROIDMATE,Adobe_Reader,107,2
DROIDMATE,Adobe_Reader,108,2
DROIDMATE,Adobe_Reader,109,2
DROIDMATE,Adobe_Reader,110,2
DROIDMATE,Adobe_Reader,111,2
DROIDMATE,Adobe_Reader,112,2
DROIDMATE,Adobe_Reader,113,2
DROIDMATE,Adobe_Reader,114,2
DROIDMATE,Adobe_Reader,115,2
DROIDMATE,Adobe_Reader,116,2
DROIDMATE,Adobe_Reader,117,2
DROIDMATE,Adobe_Reader,118,2
DROIDMATE,Adobe_Reader,119,2
DROIDMATE,Adobe_Reader,120,2
DROIDMATE,AntiVirus,0,17
DROIDMATE,AntiVirus,1,17
DROIDMATE,AntiVirus,2,20
DROIDMATE,AntiVirus,3,20
DROIDMATE,AntiVirus,4,20
DROIDMATE,AntiVirus,5,31
DROIDMATE,AntiVirus,6,31
DROIDMATE,AntiVirus,7,31
DROIDMATE,AntiVirus,8,31
DROIDMATE,AntiVirus,9,31
DROIDMATE,AntiVirus,10,59
DROIDMATE,AntiVirus,11,59
DROIDMATE,AntiVirus,12,59
DROIDMATE,AntiVirus,13,59
DROIDMATE,AntiVirus,14,59
DROIDMATE,AntiVirus,15,59
DROIDMATE,AntiVirus,16,59
DROIDMATE,AntiVirus,17,59
DROIDMATE,AntiVirus,18,59
DROIDMATE,AntiVirus,19,59
DROIDMATE,AntiVirus,20,59
DROIDMATE,AntiVirus,21,59
DROIDMATE,AntiVirus,22,59
DROIDMATE,AntiVirus,23,59
DROIDMATE,AntiVirus,24,59
DROIDMATE,AntiVirus,25,59
DROIDMATE,AntiVirus,26,59
DROIDMATE,AntiVirus,27,59
DROIDMATE,AntiVirus,28,59
DROIDMATE,AntiVirus,29,59
DROIDMATE,AntiVirus,30,59
DROIDMATE,AntiVirus,31,59
DROIDMATE,AntiVirus,32,59
