Seconds	Methods
10	10
20	10
30	10
40	10
50	10
60	10
70	11
80	12
90	12
100	12
110	17
120	17
130	17
140	17
150	17
160	17
170	17
180	17
190	17
200	17
210	17
220	17
230	17
240	17
250	17
260	17
270	17
280	17
290	17
300	17
310	17
320	17
330	17
340	17
350	17
360	17
370	17
380	17
390	17
400	17
410	17
420	17
430	17
440	17
450	17
460	17
470	17
480	17
490	17
500	17
510	17
520	17
530	17
540	17
550	17
560	17
570	17
580	17
590	17
600	17
610	17
620	17
630	17
640	17
650	17
660	17
670	17
680	17
690	17
700	17
710	17
720	17
730	17
740	17
750	17
760	17
770	17
780	17
790	17
800	17
810	17
820	17
830	17
840	17
850	17
860	17
870	17
880	17
890	17
900	17
910	17
920	17
930	17
940	17
950	17
960	17
970	17
980	17
990	17
1000	17
1010	17
1020	17
1030	17
1040	17
1050	17
1060	17
1070	17
1080	17
1090	17
1100	17
1110	17
1120	18
1130	18
1140	18
1150	18
1160	18
1170	18
1180	18
1190	18
1200	18
1210	18
1220	18
1230	18
1240	18
1250	18
1260	18
1270	18
1280	18
1290	18
1300	18
1310	18
1320	18
1330	18
1340	18
1350	18
1360	18
1370	18
1380	18
1390	18
1400	18
1410	18
1420	18
1430	18
1440	18
1450	18
1460	18
1470	18
1480	18
1490	18
1500	18
1510	18
1520	18
1530	18
1540	18
1550	18
1560	18
1570	18
1580	18
1590	18
1600	18
1610	18
1620	18
1630	18
1640	18
1650	18
1660	18
1670	18
1680	18
1690	18
1700	18
1710	18
1720	18
1730	18
1740	18
1750	18
1760	18
1770	18
1780	18
1790	18
1800	18
1810	18
1820	18
1830	18
1840	18
1850	18
1860	18
1870	18
1880	18
1890	18
1900	18
1910	18
1920	18
1930	18
1940	18
1950	18
1960	18
1970	18
1980	18
1990	18
2000	18
2010	18
2020	18
2030	18
2040	18
2050	18
2060	18
2070	18
2080	18
2090	18
2100	18
2110	18
2120	18
2130	18
2140	18
2150	18
2160	18
2170	18
2180	18
2190	18
2200	18
2210	18
2220	18
2230	18
2240	18
2250	18
2260	18
2270	18
2280	18
2290	18
2300	18
2310	18
2320	18
2330	18
2340	18
2350	18
2360	18
2370	18
2380	18
2390	18
2400	18
2410	18
2420	18
2430	18
2440	18
2450	18
2460	18
2470	18
2480	18
2490	18
2500	18
2510	18
2520	18
2530	18
2540	18
2550	18
2560	18
2570	18
2580	18
2590	18
2600	18
2610	18
2620	18
2630	18
2640	18
2650	18
2660	18
2670	18
2680	18
2690	18
2700	18
2710	18
2720	18
2730	18
2740	18
2750	18
2760	18
2770	18
2780	18
2790	18
2800	18
2810	18
2820	18
2830	18
2840	18
2850	18
2860	18
2870	18
2880	18
2890	18
2900	18
2910	18
2920	18
2930	18
2940	18
2950	18
2960	18
2970	18
2980	18
2990	18
3000	18
3010	18
3020	18
3030	18
3040	18
3050	18
3060	18
3070	18
3080	18
3090	18
3100	18
3110	18
3120	18
3130	18
3140	18
3150	18
3160	18
3170	18
3180	18
3190	18
3200	18
3210	18
3220	18
3230	18
3240	18
3250	18
3260	18
3270	18
3280	18
3290	18
3300	18
3310	18
3320	18
3330	18
3340	18
3350	18
3360	18
3370	18
3380	18
3390	18
3400	18
3410	18
3420	18
3430	18
3440	18
3450	18
3460	18
3470	18
3480	18
3490	18
3500	18
3510	18
3520	18
3530	18
3540	18
3550	18
3560	18
3570	18
3580	18
3590	18
3600	18
3610	18
3620	18
3630	18
3640	18
3650	18
3660	18
3670	18
3680	18
3690	18
3700	18
3710	18
3720	18
3730	18
3740	18
3750	18
3760	18
3770	18
3780	18
3790	18
3800	18
3810	18
3820	18
3830	18
3840	18
3850	18
3860	18
3870	18
3880	18
3890	18
3900	18
3910	18
3920	18
3930	18
3940	18
3950	18
3960	18
3970	18
3980	18
3990	18
4000	18
4010	18
4020	18
4030	18
4040	18
4050	18
4060	18
4070	18
4080	18
4090	18
4100	18
4110	18
4120	18
4130	18
4140	18
4150	18
4160	18
4170	18
4180	18
4190	18
4200	18
4210	18
4220	18
4230	18
4240	18
4250	18
4260	18
4270	18
4280	18
4290	18
4300	18
4310	18
4320	18
4330	18
4340	18
4350	18
4360	18
4370	18
4380	18
4390	18
4400	18
4410	18
4420	18
4430	18
4440	18
4450	18
4460	18
4470	18
4480	18
4490	18
4500	18
4510	18
4520	18
4530	18
4540	18
4550	18
4560	18
4570	18
4580	18
4590	18
4600	18
4610	18
4620	18
4630	18
4640	18
4650	18
4660	18
4670	18
4680	18
4690	18
4700	18
4710	18
4720	18
4730	18
4740	18
4750	18
4760	18
4770	18
4780	18
4790	18
4800	18
4810	18
4820	18
4830	18
4840	18
4850	18
4860	18
4870	18
4880	18
4890	18
4900	18
4910	18
4920	18
4930	18
4940	18
4950	18
4960	18
4970	18
4980	18
4990	18
5000	18
5010	18
5020	18
5030	18
5040	18
5050	18
5060	18
5070	18
5080	18
5090	18
5100	18
5110	18
5120	18
5130	18
5140	18
5150	18
5160	18
5170	18
5180	18
5190	18
5200	18
5210	18
5220	18
5230	18
5240	18
5250	18
5260	18
5270	18
5280	18
5290	18
5300	18
5310	18
5320	18
5330	18
5340	18
5350	18
5360	18
5370	18
5380	18
5390	18
5400	18
5410	18
5420	18
5430	18
5440	18
5450	18
5460	18
5470	18
5480	18
5490	18
